"ART_CODIGO";"ART_PROV";"ART_SUSTITUTO";"ART_LINEA";"ART_MARCA";"ART_GRUPO";"ART_IMPU";"ART_CODIGO_FABRICA";"ART_DESC";"ART_DESC_ABREV";"ART_UNID_MED";"ART_TIPO";"ART_EMPAQUE";"ART_CONTENIDO";"ART_DATOS_TEC";"ART_FACTOR_CONVERSION";"ART_EST";"ART_COD_ESTADISTICA";"ART_TIPO_COMISION";"ART_IND_IMP";"ART_CUAD_DEMO";"ART_RUBRO";"ART_IND_EN_LINEA";"ART_IND_CON_ROTACION";"ART_COD_ALFANUMERICO";"ART_PAIS";"ART_MINIMO_EXIGIDO_PROV";"ART_SECUENCIA";"ART_KG_UNID";"ART_KG_CONTENIDO";"ART_COLOR";"ART_NRO_MOTOR";"ART_NRO_CHASSIS";"ART_MODELO";"ART_CLAS_SUBGRUPO";"ART_CLASIFICACION";"ART_DPTO";"ART_SECCION";"ART_SECTOR";"ART_MAX_PORC_DCTO_VTA";"ART_M3_CAJA";"ART_CATEG_INDICES";"ART_MAX_PORC_DCTO";"ART_IND_MAX_POR_GRART";"ART_PRECIO_METRO_LINEAL";"ART_IND_COSTO";"ART_IND_M";"ART_IND_P";"ART_IND_V";"ART_IND_E";"ART_PORC_FIJO"
"1";"1570";"";"11";"1";"46";"2";"";"KIT CAMA PORTUGAL 160X190";"KIT CAMA PORTUGAL 160X190";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"233-2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"2";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X11/2";"BULONES ACERO 1/4X11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"3";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X2";"BULONES ACERO 1/4X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"4";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X21/2";"BULONES ACERO 1/4X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"5";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X3";"BULONES ACERO 1/4X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"6";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X31/2";"BULONES ACERO 1/4X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"7";"392";"";"13";"1";"58";"2";"";"DISCO DIAMANT. 7PULG.SAAME LISO HEMEDO";"DISCO DIAMANT. 7PULG.SAAME LIS";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"DD7H";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"8";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X4";"BULONES ACERO 1/4X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X41/2";"BULONES ACERO 1/4X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"10";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X5";"BULONES ACERO 1/4X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"11";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X51/2";"BULONES ACERO 1/4X51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"12";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/4X6";"BULONES ACERO 1/4X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/4X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"13";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X1";"BULONES ACERO 5/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"14";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X11/2";"BULONES ACERO 5/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"15";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X2";"BULONES ACERO 5/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"16";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X21/2";"BULONES ACERO 5/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"17";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X3";"BULONES ACERO 5/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"18";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X31/2";"BULONES ACERO 5/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"19";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X4";"BULONES ACERO 5/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"20";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X41/2";"BULONES ACERO 5/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"21";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X5";"BULONES ACERO 5/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"22";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X51/2";"BULONES ACERO 5/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"23";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X6";"BULONES ACERO 5/16X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"24";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X61/2";"BULONES ACERO 5/16X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"25";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/16X7";"BULONES ACERO 5/16X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/16X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"26";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X1";"BULONES ACERO 3/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"27";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X11/2";"BULONES ACERO 3/8X11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"28";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X2";"BULONES ACERO 3/8X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"29";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X21/2";"BULONES ACERO 3/8X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"30";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X3";"BULONES ACERO 3/8X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"31";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X31/2";"BULONES ACERO 3/8X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"32";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X4";"BULONES ACERO 3/8X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"33";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X41/2";"BULONES ACERO 3/8X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"34";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X5";"BULONES ACERO 3/8X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"35";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X51/2";"BULONES ACERO 3/8X51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"36";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X6";"BULONES ACERO 3/8X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"37";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X61/2";"BULONES ACERO 3/8X61";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"38";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 3/8X7";"BULONES ACERO 3/8X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC3/8X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"39";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X1";"BULONES ACERO 7/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"40";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X11/2";"BULONES ACERO 7/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"41";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X2";"BULONES ACERO 7/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"42";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X21/2";"BULONES ACERO 7/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"43";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X3";"BULONES ACERO 7/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"44";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X31/2";"BULONES ACERO 7/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"45";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X4";"BULONES ACERO 7/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"46";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X41/2";"BULONES ACERO 7/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"47";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X5";"BULONES ACERO 7/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"48";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X51/2";"BULONES ACERO 7/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"49";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 7/16X6";"BULONES ACERO 7/16X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC7/16X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"50";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X1";"BULONES ACERO 1/2X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"51";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X11/2";"BULONES ACERO 1/2X11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"52";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X2";"BULONES ACERO 1/2X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"53";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X21/2";"BULONES ACERO 1/2X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"54";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X3";"BULONES ACERO 1/2X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"55";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X31/2";"BULONES ACERO 1/2X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"56";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X4";"BULONES ACERO 1/2X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"57";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X41/2";"BULONES ACERO 1/2X41";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"58";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X5";"BULONES ACERO 1/2X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"59";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X51/2";"BULONES ACERO 1/2X51";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"60";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 1/2X6";"BULONES ACERO 1/2X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC1/2X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"61";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X1";"BULONES ACERO 9/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"62";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X11/2";"BULONES ACERO 9/16X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"63";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X2";"BULONES ACERO 9/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"64";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X21/2";"BULONES ACERO 9/16X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"65";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X3";"BULONES ACERO 9/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"66";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X31/2";"BULONES ACERO 9/16X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"67";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X4";"BULONES ACERO 9/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"68";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X41/2";"BULONES ACERO 9/16X4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X41/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"69";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X5";"BULONES ACERO 9/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"70";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X51/2";"BULONES ACERO 9/16X5";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X51/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"71";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X6";"BULONES ACERO 9/16X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"72";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X61/2";"BULONES ACERO 9/16X6";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X61/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"73";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 9/16X7";"BULONES ACERO 9/16X7";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC9/16X7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"74";"448";"";"4";"1";"129";"2";"";"RETEN SABO 02371";"RETEN SABO 02371";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"RET02371";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"75";"384";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X1";"BULONES ACERO 5/8X1";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X1";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"76";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X11/2";"BULONES ACERO 5/8X11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"77";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X2";"BULONES ACERO 5/8X2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"78";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X21/2";"BULONES ACERO 5/8X21";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X21/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"79";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X3";"BULONES ACERO 5/8X3";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"80";"392";"";"13";"1";"15";"2";"";"BULONES ACERO 5/8X31/2";"BULONES ACERO 5/8X31";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BAC5/8X31/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
