"ART_CODIGO";"ART_PROV";"ART_SUSTITUTO";"ART_LINEA";"ART_MARCA";"ART_GRUPO";"ART_IMPU";"ART_CODIGO_FABRICA";"ART_DESC";"ART_DESC_ABREV";"ART_UNID_MED";"ART_TIPO";"ART_EMPAQUE";"ART_CONTENIDO";"ART_DATOS_TEC";"ART_FACTOR_CONVERSION";"ART_EST";"ART_COD_ESTADISTICA";"ART_TIPO_COMISION";"ART_IND_IMP";"ART_CUAD_DEMO";"ART_RUBRO";"ART_IND_EN_LINEA";"ART_IND_CON_ROTACION";"ART_COD_ALFANUMERICO";"ART_PAIS";"ART_MINIMO_EXIGIDO_PROV";"ART_SECUENCIA";"ART_KG_UNID";"ART_KG_CONTENIDO";"ART_COLOR";"ART_NRO_MOTOR";"ART_NRO_CHASSIS";"ART_MODELO";"ART_CLAS_SUBGRUPO";"ART_CLASIFICACION";"ART_DPTO";"ART_SECCION";"ART_SECTOR";"ART_MAX_PORC_DCTO_VTA";"ART_M3_CAJA";"ART_CATEG_INDICES";"ART_MAX_PORC_DCTO";"ART_IND_MAX_POR_GRART";"ART_PRECIO_METRO_LINEAL";"ART_IND_COSTO";"ART_IND_M";"ART_IND_P";"ART_IND_V";"ART_IND_E";"ART_PORC_FIJO"
"9472";"67";"";"14";"1";"114";"2";"";"BANDEJA PINTOR CHICO";"BANDEJA PINTOR CHICO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BPC9472";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9473";"159";"";"4";"1";"81";"1";"";"CARBON 331-B";"CARBON 331-B";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C331-B";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9474";"67";"";"14";"1";"114";"2";"";"BANDEJA PINTOR GRANDE";"BANDEJA PINTOR GRAND";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"BPG";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9475";"384";"";"4";"1";"81";"2";"";"PAR CARBON 150B";"PAR CARBON 150B";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"150-B";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9476";"159";"";"4";"1";"81";"1";"";"CARBON 354";"CARBON 354";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C354";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9477";"159";"";"4";"1";"81";"1";"";"CARBON 401";"CARBON 401";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C401";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9478";"159";"";"4";"1";"81";"1";"";"CARBON 406";"CARBON 406";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C406";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9479";"370";"";"4";"1";"81";"2";"";"CARBON 174-B";"CARBON 174-B";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"1749479";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9480";"196";"";"4";"1";"81";"1";"";"CARBON STAYER GRANDE";"CARBON STAYER GRANDE";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CSG";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9481";"249";"";"4";"1";"81";"2";"";"CARBON 365";"CARBON 365";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"1339481";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9482";"370";"";"4";"1";"81";"2";"";"CARBON 140";"CARBON 140";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"1409482";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9483";"196";"";"4";"1";"81";"1";"";"CARBON STAYER 2";"CARBON STAYER 2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CS29483";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9484";"196";"";"4";"1";"81";"1";"";"CARBON 409";"CARBON 409";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C409";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9485";"188";"";"1";"1";"88";"2";"";"CAÑO RECT. 50X100X2MM";"CAÑO RECT. 50X100X2MM";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"C50X100X2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9486";"14";"";"4";"1";"95";"2";"";"CINTA LIJA 76X457 Nª100";"CINTA LIJA 76X457 NÂª";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"76X4579486";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9487";"196";"";"4";"1";"81";"1";"";"CARBON 340";"CARBON 340";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"C340";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9488";"188";"";"1";"1";"88";"2";"";"GANCHO N 2";"GANCHO N 2";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"GA2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9489";"1519";"";"11";"1";"2";"2";"";"PLACA ELECT. MOD- LX 7001";"PLACA ELECT. MOD- LX 7001";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"LX7001";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9490";"384";"";"6";"2";"157";"2";"";"ROLLIZO PINO IMPREGNADO 2,40MTS";"ROLLIZO PINO IMPREGNADO 2,40MT";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"RPI24";"1";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"2";"";"";"";"N";"";"";"";"";""
"9491";"1681";"";"11";"1";"1";"2";"";"AIRE SPEED CONDENS. 48000BTU";"AIRE SPEED CONDENS. 48000BTU";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"GW-48";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9492";"196";"";"4";"1";"81";"1";"";"ENDUCIDO STAYER SA115";"ENDUCIDO STAYER SA11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"ESSA115";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9493";"6";"";"14";"1";"114";"2";"";"TINTA SPRAY ALUMINIO";"TINTA SPRAY ALUMINIO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"M13";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9494";"1681";"";"11";"1";"1";"2";"";"AIRE SPEED EVAPAR. 48000BTU";"AIRE SPEED EVAPAR. 48000BTU";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"GU-48";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9495";"57";"";"1";"1";"130";"2";"";"ENCHUFE INODORO FLEXIBLE";"ENCHUFE INODORO FLEX";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"EIF";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9496";"115";"";"4";"1";"51";"2";"";"MOTOSIERRA STIHL 08";"MOTOSIERRA STIHL 08";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"08";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9497";"99";"";"4";"1";"64";"2";"";"CUB.BFG LT265/70R16 117/114S";"CUB.BFG LT265/70R16 117/114S";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"150992";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9498";"188";"";"1";"1";"47";"2";"";"PERNO ANILLO 5/8X3 1/2";"PERNO ANILLO 5/8X3 1/2";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"PA5/8X3";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9499";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 5/16";"MECHA PLANA CHIES 5/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC5/16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9500";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 3/8";"MECHA PLANA CHIES 3/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC3/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9501";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 7/16";"MECHA PLANA CHIES 7/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC7/16";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9502";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 1/2";"MECHA PLANA CHIES 1/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9503";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 5/8";"MECHA PLANA CHIES 5/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC5/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9504";"196";"";"4";"1";"104";"1";"";"MECHA PLANA CHIES 3/4";"MECHA PLANA CHIES 3/";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC3/4";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9505";"67";"";"4";"1";"104";"2";"";"MECHA PLANA CHIES 11/2";"MECHA PLANA CHIES 11";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPC11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9506";"196";"";"11";"1";"83";"1";"";"VIDRIO LAMP.A GAS";"VIDRIO LAMP.A GAS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"VLG";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"S";"S";"S";""
"9507";"384";"";"6";"2";"157";"2";"";"POSTE PINO TORNEADO 250CM";"POSTE PINO TORNEADO 250CM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PPT250";"1";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"2";"";"";"";"N";"";"";"";"";""
"9508";"401";"";"11";"1";"2";"2";"";"HERVIDORA ELECT.CROWN 1.75LTS JXEK175";"HERVIDORA ELECT.CROWN 1.75LTS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"JXEK175";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"S";"S";"S";""
"9509";"409";"";"11";"1";"2";"2";"";"HORNO ELECT.JAMES 23LTS";"HORNO ELECT.JAMES 23LTS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"HEJ23";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"S";"S";"S";""
"9510";"31";"";"4";"1";"64";"2";"";"PITON - L - 8";"PITON - L - 8";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PL8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9511";"72";"";"1";"1";"9";"1";"";"AISLANTE P/PUERTA 10MMX5MM";"AISLANTE P/PUERTA 10MMX5MM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"APP10X5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9512";"188";"";"1";"1";"47";"2";"";"PLANCHUELA 3X1/2";"PLANCHUELA 3X1/2";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"P3X1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9513";"188";"";"4";"1";"64";"2";"";"TARUGO METALICO NC 5/8";"TARUGO METALICO NC 5/8";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"TM5/8";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9514";"72";"";"1";"1";"9";"2";"";"AISLANTE P/PUERTA 10MMX20MM";"AISLANTE P/PUERTA 10MMX20MM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"APP10X20";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9515";"1532";"";"1";"1";"130";"2";"";"TANQUE LAVARROPA ASTRA PEQ. BEGE";"TANQUE LAVARROPA ASTRA PEQ. BE";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"2125";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9516";"188";"";"1";"1";"47";"2";"";"SERVICIO CORTE CHAPA";"SERVICIO CORTE CHAPA";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"SER";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"S";"S";"N";"S";"S";""
"9517";"289";"";"11";"1";"46";"2";"";"SUPER SUEÑOLAR 150X200 CONFORT BONNEL";"SUPER SUEÑOLAR 150X200 CONFORT";"";"1";"";"";"";"1,000000";"A";"";"N";"";"1";"1";"S";"S";"SS150X200";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"S";"";"N";"S";"N";"S";"S";""
"9518";"";"";"11";"1";"147";"2";"";"BANDEJA TRAM.61450/350";"BANDEJA TRAM.61450/350";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"61450/350";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9519";"696";"";"4";"1";"64";"2";"";"CERA TEAM PASTA (LATA) 300GRS";"CERA TEAM PASTA (LATA) 300GRS";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CTP300";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9520";"192";"";"4";"1";"64";"2";"";"SHAMPOO LAVA AUTOS TURTLEWAX";"SHAMPOO LAVA AUTOS TURTLEWAX";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"F2001";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9521";"8";"";"1";"1";"102";"2";"";"MANIJA LARGO CROM/BRONC 96MM";"MANIJA LARGO CROM/BR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA82";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9522";"8";"";"1";"1";"102";"2";"";"MANIJA DORADO/DOR.96MM SATIN MA81";"MANIJA DORADO/DOR.96MM SATIN M";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA81";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9523";"384";"";"4";"1";"82";"2";"";"GRAMPA STANLEY 3/8 - TR706";"GRAMPA STANLEY 3/8 - TR706";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TR706";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9524";"163";"";"4";"1";"64";"2";"";"PINZA BATERIA GA300";"PINZA BATERIA GA300";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"GA300";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9525";"384";"";"4";"1";"64";"2";"";"TRAMPA RATON GRANDE";"TRAMPA RATON GRANDE";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TRG";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9526";"159";"";"4";"1";"64";"2";"";"TRAMPA RATON CHICO";"TRAMPA RATON CHICO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TRC";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9527";"175";"";"4";"1";"82";"2";"";"CORTA LATA BIASSONI 250MM";"CORTA LATA BIASSONI 250MM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CLB250";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9528";"196";"";"1";"1";"102";"1";"";"MANIJA PLAST.LARGO";"MANIJA PLAST.LARGO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA60";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9529";"196";"";"1";"1";"102";"1";"";"MANIJA PLAST.CORTO";"MANIJA PLAST.CORTO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA61";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9530";"196";"";"1";"1";"102";"1";"";"MANIJA METAL";"MANIJA METAL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA63";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9531";"73";"";"1";"1";"102";"1";"";"TIRADOR PLAST.GRANDE";"TIRADOR PLAST.GRANDE";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MA64";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9532";"578";"";"1";"1";"77";"2";"";"CANILLA ESF.3/4 SEGAT.REDUCTOR";"CANILLA ESF.3/4 SEGAT.REDUCTOR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CE3/4R";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9533";"45";"";"4";"1";"81";"2";"";"AGUJA CORTA CHAPA 8-25";"AGUJA CORTA CHAPA 8-25";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"ACCH8-25";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9534";"51";"";"4";"1";"82";"2";"";"TIJERA DE PODAR BELLOTA 3585C-10";"TIJERA DE PODAR BELL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"3585-10";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9535";"196";"";"4";"1";"82";"1";"";"PINZA MANGO ROJO SPAIN 6`";"PINZA MANGO ROJO SPA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PMRS6";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9536";"196";"";"4";"1";"82";"1";"";"PINZA MANGO ROJO SPAIN 7`";"PINZA MANGO ROJO SPA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"PMRS7";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9537";"67";"";"4";"1";"82";"2";"";"GRINFA INDU DE 10";"GRINFA INDU DE 10";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"GI10";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9538";"526";"";"4";"1";"75";"2";"";"DESTORN.PLANO GEDORE 1/4X11/2";"DESTORN.PLANO GEDORE 1/4X11/2";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"DPG1/4X11/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9539";"401";"";"4";"1";"64";"2";"";"APAREJO 250 KGS 1,5MT TEC325";"APAREJO 250 KGS 1,5MT TEC325";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"TEC325";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9540";"256";"";"4";"1";"64";"2";"";"CASCO DE PROTECCION";"CASCO DE PROTECCION";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CP9540";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9541";"376";"";"1";"1";"117";"2";"";"MT PISO VINILICO PARQUET CLARO";"MT PISO VINILICO PAR";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5813";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9542";"196";"";"4";"1";"64";"2";"";"ASPIRADOR P/AUTO";"ASPIRADOR P/AUTO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"38600";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9543";"196";"";"1";"1";"117";"2";"";"MT PISO VIN.RESID.VIENA JATOBA CASTANHO";"MT PISO VIN.RESID.VIENA JATOBA";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"5814";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9544";"196";"";"1";"1";"117";"2";"";"MT PISO VINILICO";"MT PISO VINILICO";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MPV";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9545";"52";"";"1";"1";"117";"2";"";"MT PISO VINILICO NICE CEREJEIRA";"MT PISO VINILICO NIC";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"43676";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9546";"52";"";"1";"1";"117";"2";"";"MT PISO VINILICO VALENCIA JATABOA";"MT PISO VINILICO VAL";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"17645";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9547";"52";"";"1";"1";"117";"2";"";"MT PISO VINILICO LIONI BEECH PLANK 001M";"MT PISO VINILICO LIONI BEECH P";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"001M";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9548";"401";"";"4";"1";"82";"2";"";"JGO.FORMON 6PZS CT02472";"JGO.FORMON 6PZS CT02472";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"CT02472";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9549";"196";"";"4";"1";"75";"1";"";"TORQUIMETRO GEDORE 4546-1/2";"TORQUIMETRO GEDORE 4";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4546-1/2";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9550";"39";"";"4";"1";"75";"2";"";"TORQUIMETRO GEDORE 4556";"TORQUIMETRO GEDORE 4556";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"4556";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"N";"S";"S";""
"9551";"31";"";"4";"1";"163";"2";"";"PICO TRAM.77303/503";"PICO TRAM.77303/503";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"77303/503";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
"9552";"196";"";"4";"1";"104";"1";"";"MECHA HSS 14.5MM";"MECHA HSS 14.5MM";"UN";"1";"";"";"";"1,000000";"A";"";"N";"S";"1";"1";"S";"S";"MH14.5";"1";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"2";"";"";"";"N";"";"";"S";"S";""
